step,loss,acc
0,2.3042845726013184,0.1015625
100,2.3258752822875977,0.125
200,2.1456727981567383,0.171875
300,1.1015766859054565,0.5703125
400,0.6303760409355164,0.7578125
500,0.3278544843196869,0.8671875
600,0.1802179217338562,0.9296875
700,0.034780099987983704,1.0
800,0.29816949367523193,0.859375
900,0.0074813514947891235,1.0
1000,0.9596715569496155,0.8203125
1100,0.005195535719394684,1.0
1200,0.002226203680038452,1.0
1300,0.0013068467378616333,1.0
1400,0.0007094889879226685,1.0
1500,0.00044746696949005127,1.0
1600,0.0002757832407951355,1.0
1700,0.00013581663370132446,1.0
1800,8.925795555114746e-05,1.0
1900,4.8607587814331055e-05,1.0
2000,2.928823232650757e-05,1.0
2100,1.7158687114715576e-05,1.0
2200,1.0028481483459473e-05,1.0
2300,6.1318278312683105e-06,1.0
2400,3.4868717193603516e-06,1.0
2500,1.996755599975586e-06,1.0
2600,1.2740492820739746e-06,1.0
2700,4.246830940246582e-07,1.0
2800,1.862645149230957e-07,1.0
2900,9.685754776000977e-08,1.0
3000,7.450580596923828e-08,1.0
3100,2.2351741790771484e-08,1.0
3200,1.2048258781433105,0.46875
3300,0.011750273406505585,1.0
3400,0.0029875151813030243,1.0
3500,0.0013571009039878845,1.0
3600,0.000646345317363739,1.0
3700,0.00036124885082244873,1.0
3800,0.0002053678035736084,1.0
3900,0.27286413311958313,0.90625
4000,0.021891215816140175,1.0
4100,0.005891028791666031,1.0
4200,0.0029042623937129974,1.0
4300,0.0016716383397579193,1.0
4400,0.0008779317140579224,1.0
4500,0.0005767308175563812,1.0
4600,0.0003252960741519928,1.0
4700,0.00017812475562095642,1.0
4800,0.00011295080184936523,1.0
4900,7.001310586929321e-05,1.0
